Age,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,JobStability,IncomePerYearWorked,PromotionWaitTime,AgeGroup,OvertimeImpact,YearsLeftForRetirement,PromotionFrequency,DistanceEffect,OvertimePayRatio,WorkLifeBalanceImpact,YearsInRoleVsYearsAtCompany,JobSatisfactionPerformance,RelativeIncomeToDeptAvg,PerformancePerSatisfaction,SatisfactionPerformanceRatio,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,MaritalStatus_Married,MaritalStatus_Single,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,Attrition
22,617,3,1,2,1,34,3,2,3,4171,10022,1,1,19,3,1,80,1,4,3,4,3,2,0,2,4.0,1390.3333333333333,3,0.0,False,38,3.0,1851,0.0002397506593143,4,0.6666666666666666,9,-2110.252861602497,1.0,1.0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
41,1085,2,4,2,1,57,1,1,4,2778,17725,4,1,13,3,3,80,1,10,1,2,7,7,1,0,2.5,396.8571428571428,6,0.0,False,19,3.5,2170,0.0003599712023038,2,1.0,12,-3503.252861602497,0.75,1.3333333333333333,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
28,995,9,3,3,1,77,3,1,3,2377,9834,5,0,18,3,2,80,1,6,2,3,2,2,2,2,1.2,1188.5,0,0.0,False,32,0.6666666666666666,8955,0.0,0,1.0,9,-3904.2528616024974,1.0,1.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
39,1122,6,3,4,0,70,3,1,1,2404,4303,7,1,21,4,4,80,0,8,2,1,2,2,2,2,1.1428571428571428,1202.0,0,0.0,False,21,0.6666666666666666,6732,0.0004159733777038,1,1.0,4,-3877.2528616024974,4.0,0.25,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
27,618,4,3,2,1,76,3,1,3,2318,17808,1,0,19,3,3,80,0,1,2,3,1,1,0,0,1.0,2318.0,1,0.0,False,33,1.0,2472,0.0,0,1.0,9,-3963.2528616024974,1.0,1.0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
34,546,10,3,2,0,83,3,1,2,2008,6896,1,0,14,3,2,80,2,1,3,3,1,0,1,0,1.0,2008.0,0,0.0,False,26,0.5,5460,0.0,0,0.0,6,-4273.252861602497,1.5,0.6666666666666666,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
42,462,14,2,3,1,68,2,2,3,6244,7824,7,0,17,3,1,80,0,10,6,3,5,4,0,3,1.4285714285714286,1248.8,5,0.0,False,18,5.0,6468,0.0,0,0.8,9,-715.17264573991,1.0,1.0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
33,1198,1,4,3,0,100,2,1,1,2799,3339,3,1,11,3,2,80,0,6,1,3,3,2,0,2,2.0,933.0,3,0.0,False,27,3.0,1198,0.0003572704537334,3,0.6666666666666666,3,-3482.252861602497,3.0,0.3333333333333333,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
58,1272,5,3,3,1,37,2,3,2,10552,9255,2,1,13,3,4,80,1,24,3,3,6,0,0,4,12.0,1758.6666666666667,6,0.0,False,2,6.0,6360,9.476876421531464e-05,3,0.0,6,4270.747138397503,1.5,0.6666666666666666,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
31,154,7,4,2,0,41,2,1,3,2329,11737,3,0,15,3,2,80,0,13,2,4,7,7,5,2,4.333333333333333,332.7142857142857,2,0.0,False,29,1.1666666666666667,1078,0.0,0,1.0,9,-4630.17264573991,1.0,1.0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
35,1137,21,1,4,1,51,3,2,4,4014,19170,1,1,25,4,4,80,1,10,2,1,10,6,0,7,10.0,401.4,10,0.0,True,25,10.0,23877,0.0002491280518186,1,0.6,16,-2267.252861602497,1.0,1.0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
49,527,8,2,1,1,51,3,3,2,7403,22477,4,0,11,3,3,80,1,29,3,2,26,9,1,7,7.25,284.7307692307692,25,0.0,False,11,13.0,4216,0.0,0,0.3461538461538461,6,1121.7471383975026,1.5,0.6666666666666666,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
48,1469,20,4,4,0,51,3,1,3,2259,5543,4,0,17,3,1,80,2,13,2,2,0,0,0,0,3.25,2259.0,0,0.0,False,12,0.0,29380,0.0,0,0.0,9,-4022.2528616024974,1.0,1.0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
31,1188,20,2,4,1,45,3,2,3,6932,24406,1,0,13,3,4,80,1,9,2,2,9,8,0,0,9.0,770.2222222222222,9,0.0,False,29,9.0,23760,0.0,0,0.8888888888888888,9,-27.172645739909967,1.0,1.0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
36,188,7,4,2,0,65,3,1,4,4678,23293,2,0,18,3,3,80,0,8,6,3,6,2,0,1,4.0,779.6666666666666,6,0.0,False,24,6.0,1316,0.0,0,0.3333333333333333,12,-1603.2528616024974,0.75,1.3333333333333333,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
38,1333,1,3,4,1,80,3,3,1,13582,16292,1,0,13,3,2,80,1,15,3,3,15,12,5,11,15.0,905.4666666666668,10,0.0,False,22,2.5,1333,0.0,0,0.8,3,7300.747138397503,3.0,0.3333333333333333,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
32,1184,1,3,3,1,70,2,1,2,2332,3974,6,0,20,4,3,80,0,5,3,3,3,0,0,2,0.8333333333333334,777.3333333333334,3,0.0,False,28,3.0,1184,0.0,0,0.0,8,-3949.2528616024974,2.0,0.5,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
25,867,19,2,3,0,36,2,1,2,2413,18798,1,1,18,3,3,80,3,1,2,3,1,0,0,0,1.0,2413.0,1,0.0,True,35,1.0,16473,0.0004144218814753,3,0.0,6,-4546.17264573991,1.5,0.6666666666666666,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
40,658,10,4,1,0,67,2,3,2,9705,20652,2,0,12,3,2,80,1,11,2,2,1,0,0,0,5.5,9705.0,1,0.0,False,20,1.0,6580,0.0,0,0.0,6,2745.82735426009,1.5,0.6666666666666666,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
26,1283,1,3,3,0,52,2,2,1,4294,11148,1,0,12,3,2,80,0,7,2,3,7,7,0,7,7.0,613.4285714285714,7,0.0,False,34,7.0,1283,0.0,0,1.0,3,-2665.17264573991,3.0,0.3333333333333333,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
41,263,6,3,4,0,59,3,1,1,4721,3119,2,1,13,3,3,80,0,20,3,3,18,13,2,17,10.0,262.27777777777777,16,0.0,False,19,6.0,1578,0.0002118195297606,3,0.7222222222222222,3,-1560.2528616024974,3.0,0.3333333333333333,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
36,938,2,4,3,0,79,3,1,3,2519,12287,4,0,21,4,3,80,0,16,6,3,11,8,3,9,4.0,229.0,8,0.0,False,24,2.75,1876,0.0,0,0.7272727272727273,12,-3762.2528616024974,1.3333333333333333,0.75,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
19,419,21,3,4,0,37,2,1,2,2121,9947,1,1,13,3,2,80,0,1,3,4,1,0,0,0,1.0,2121.0,1,0.0,True,41,1.0,8799,0.0004714757190004,4,0.0,6,-4838.17264573991,1.5,0.6666666666666666,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1
20,129,4,3,1,0,84,3,1,1,2973,13008,1,0,19,3,2,80,0,1,2,3,1,0,0,0,1.0,2973.0,1,0.0,False,40,1.0,516,0.0,0,0.0,3,-3308.252861602497,3.0,0.3333333333333333,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
31,616,12,3,4,1,41,3,2,4,5855,17369,1,1,11,3,3,80,2,10,2,1,9,7,8,5,10.0,650.5555555555555,1,0.0,True,29,1.0,7392,0.0001707941929974,1,0.7777777777777778,12,-426.25286160249743,0.75,1.3333333333333333,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
40,1469,9,4,4,0,35,3,1,2,3617,25063,8,1,14,3,4,80,1,3,2,3,1,1,0,0,0.375,3617.0,1,0.0,False,20,1.0,13221,0.0002764722145424,3,1.0,6,-2664.252861602497,1.5,0.6666666666666666,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
32,498,3,4,3,1,93,3,2,1,6725,13554,1,0,12,3,3,80,1,8,2,4,8,7,6,3,8.0,840.625,2,0.0,False,28,1.1428571428571428,1494,0.0,0,0.875,3,443.74713839750257,3.0,0.3333333333333333,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
36,530,3,1,3,0,51,2,3,4,10325,5518,1,1,11,3,1,80,1,16,6,3,16,7,3,7,16.0,645.3125,13,0.0,False,24,4.0,1590,9.685230024213076e-05,3,0.4375,12,3365.82735426009,0.75,1.3333333333333333,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
33,1069,1,3,2,1,42,2,2,4,6949,12291,1,0,14,3,1,80,0,6,3,3,5,0,1,4,6.0,1389.8,4,0.0,False,27,2.5,1069,0.0,0,0.0,12,667.7471383975026,0.75,1.3333333333333333,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
37,625,1,4,1,0,46,2,3,3,10609,14922,5,0,11,3,3,80,0,17,2,1,14,1,11,7,3.4,757.7857142857143,3,0.0,False,23,1.1666666666666667,625,0.0,0,0.0714285714285714,9,3649.82735426009,1.0,1.0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
45,805,4,2,3,0,57,3,2,2,4447,23163,1,0,12,3,2,80,0,9,5,2,9,7,0,8,9.0,494.1111111111111,9,0.0,False,15,9.0,3220,0.0,0,0.7777777777777778,6,-1834.2528616024968,1.5,0.6666666666666666,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
29,1404,20,3,3,1,84,3,1,4,2157,18203,1,0,15,3,2,80,1,3,5,3,3,1,0,2,3.0,719.0,3,0.0,False,31,3.0,28080,0.0,0,0.3333333333333333,12,-4802.17264573991,0.75,1.3333333333333333,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
35,1219,18,3,3,1,86,3,2,3,4601,6179,1,0,16,3,2,80,0,5,3,3,5,2,1,0,5.0,920.2,4,0.0,False,25,2.5,21942,0.0,0,0.4,9,-2358.17264573991,1.0,1.0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
52,1053,1,2,4,0,70,3,4,4,17099,13829,2,0,15,3,2,80,1,26,2,2,9,8,7,8,13.0,1899.888888888889,2,0.0,False,8,1.125,1053,0.0,0,0.8888888888888888,12,10817.747138397504,0.75,1.3333333333333333,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
58,289,2,3,4,0,51,3,1,3,2479,26227,4,0,24,4,1,80,0,7,4,3,1,0,0,0,1.75,2479.0,1,0.0,False,2,1.0,578,0.0,0,0.0,12,-3802.2528616024974,1.3333333333333333,0.75,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
53,1376,2,2,3,0,45,3,4,3,14852,13938,6,0,13,3,3,80,1,22,3,4,17,13,15,2,3.6666666666666665,873.6470588235294,2,0.0,False,7,1.0625,2752,0.0,0,0.7647058823529411,9,7892.82735426009,1.0,1.0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
30,231,8,2,3,0,62,3,3,3,7264,9977,5,0,11,3,1,80,1,10,2,4,8,4,7,7,2.0,908.0,1,0.0,False,30,1.0,1848,0.0,0,0.5,9,304.82735426009003,1.0,1.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
38,152,10,3,3,1,85,3,2,4,5666,19899,1,1,13,3,2,80,0,6,1,3,5,3,1,3,6.0,1133.2,4,0.0,False,22,2.5,1520,0.0001764913519237,3,0.6,12,-1293.17264573991,0.75,1.3333333333333333,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
35,882,3,4,4,0,92,3,3,4,7823,6812,6,0,13,3,2,80,1,12,2,3,10,9,0,8,2.0,782.3,10,0.0,False,25,10.0,2646,0.0,0,0.9,12,863.82735426009,0.75,1.3333333333333333,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
39,903,2,5,1,0,41,4,3,3,7880,2560,1,0,18,3,4,80,0,9,3,3,8,7,0,7,9.0,985.0,8,0.0,False,21,8.0,1806,0.0,0,0.875,9,920.82735426009,1.0,1.0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
40,1479,24,3,2,1,100,4,4,2,13194,17071,4,1,16,3,4,80,0,22,2,2,1,0,0,0,5.5,13194.0,1,0.0,True,20,1.0,35496,7.579202667879339e-05,2,0.0,6,6234.82735426009,1.5,0.6666666666666666,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
47,1379,16,4,3,0,64,4,2,3,5067,6759,1,1,19,3,3,80,0,20,3,4,19,10,2,7,20.0,266.6842105263158,17,0.0,True,13,6.333333333333333,22064,0.0001973554371422,4,0.5263157894736842,9,-1214.2528616024974,1.0,1.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
36,1229,8,4,1,0,84,3,2,4,5079,25952,4,0,13,3,4,80,2,12,3,3,7,7,0,7,3.0,725.5714285714286,7,0.0,False,24,7.0,9832,0.0,0,1.0,12,-1880.17264573991,0.75,1.3333333333333333,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
31,335,9,2,3,0,46,2,1,1,2321,10322,1,1,22,4,1,80,0,4,0,3,3,2,1,2,4.0,773.6666666666666,2,0.0,False,29,1.5,3015,0.0004308487720809,3,0.6666666666666666,4,-3960.2528616024974,4.0,0.25,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
33,722,17,3,4,0,38,3,4,3,17444,20489,1,0,11,3,4,80,0,10,2,3,10,8,6,0,10.0,1744.4,4,0.0,False,27,1.4285714285714286,12274,0.0,0,0.8,9,10484.827354260093,1.0,1.0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
29,906,10,3,4,1,92,2,1,1,2404,11479,6,1,20,4,3,80,0,3,5,3,0,0,0,0,0.5,2404.0,0,0.0,False,31,0.0,9060,0.0004159733777038,3,0.0,4,-3877.2528616024974,4.0,0.25,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
33,461,13,1,2,1,53,3,1,4,3452,17241,3,0,18,3,1,80,0,5,4,3,3,2,0,2,1.6666666666666667,1150.6666666666667,3,0.0,False,27,3.0,5993,0.0,0,0.6666666666666666,12,-2829.252861602497,0.75,1.3333333333333333,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
45,974,1,4,4,1,91,3,1,4,2270,11005,3,0,14,3,4,80,2,8,2,3,5,3,0,2,2.6666666666666665,454.0,5,0.0,False,15,5.0,974,0.0,0,0.6,12,-4011.2528616024974,0.75,1.3333333333333333,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
50,1126,1,2,4,0,66,3,4,4,17399,6615,9,0,22,4,3,80,1,32,1,2,5,4,1,3,3.555555555555556,3479.8,4,0.0,False,10,2.5,1126,0.0,0,0.8,16,11117.747138397504,1.0,1.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
33,827,1,4,3,1,84,4,2,2,5488,20161,1,1,13,3,1,80,1,6,2,3,6,5,1,2,6.0,914.6666666666666,5,0.0,False,27,3.0,827,0.0001822157434402,3,0.8333333333333334,6,-793.2528616024974,1.5,0.6666666666666666,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
41,840,9,3,1,0,64,3,5,3,19419,3735,2,0,17,3,2,80,1,21,2,4,18,16,0,11,10.5,1078.8333333333333,18,0.0,False,19,18.0,7560,0.0,0,0.8888888888888888,9,13137.747138397504,1.0,1.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
27,1134,16,4,3,1,37,3,1,2,2811,12086,9,0,14,3,2,80,1,4,2,3,2,2,2,2,0.4444444444444444,1405.5,0,0.0,False,33,0.6666666666666666,18144,0.0,0,1.0,6,-3470.252861602497,1.5,0.6666666666666666,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
45,248,23,2,4,0,42,3,2,1,3633,14039,1,1,15,3,3,80,1,9,2,3,9,8,0,8,9.0,403.6666666666667,9,0.0,True,15,9.0,5704,0.0002752546105147,3,0.8888888888888888,3,-2648.252861602497,3.0,0.3333333333333333,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
47,955,4,2,4,1,83,3,2,4,4163,8571,1,1,17,3,3,80,0,9,0,3,9,0,0,7,9.0,462.55555555555554,9,0.0,False,13,9.0,3820,0.0002402113860196,3,0.0,12,-2796.17264573991,0.75,1.3333333333333333,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
30,138,22,3,1,1,48,3,1,3,2132,11539,4,1,11,3,2,80,0,7,2,3,5,2,0,1,1.75,426.4,5,0.0,True,30,5.0,3036,0.0004690431519699,3,0.4,9,-4149.252861602497,1.0,1.0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
50,939,24,3,4,0,95,3,4,3,13973,4161,3,1,18,3,4,80,1,22,2,3,12,11,1,5,7.333333333333333,1164.4166666666667,11,0.0,True,10,6.0,22536,7.156659271452087e-05,3,0.9166666666666666,9,7691.747138397503,1.0,1.0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
38,1391,10,1,3,0,66,3,1,3,2684,12127,1,0,17,3,2,80,1,3,0,2,2,1,0,2,3.0,1342.0,2,0.0,False,22,2.0,13910,0.0,0,0.5,9,-3597.252861602497,1.0,1.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
46,566,7,2,4,0,75,3,3,3,10845,24208,6,0,13,3,2,80,1,13,3,3,8,7,0,7,2.1666666666666665,1355.625,8,0.0,False,14,8.0,3962,0.0,0,0.875,9,4563.747138397503,1.0,1.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
24,1206,17,1,4,1,41,2,2,3,4377,24117,1,0,15,3,2,80,2,5,6,3,4,2,3,2,5.0,1094.25,1,0.0,False,36,1.0,20502,0.0,0,0.5,9,-1904.2528616024968,1.0,1.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
35,622,14,4,3,0,39,2,1,2,3743,10074,1,1,24,4,4,80,1,5,2,1,4,2,0,2,5.0,935.75,4,0.0,True,25,4.0,8708,0.0002671653753673,1,0.5,8,-2538.252861602497,2.0,0.5,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
31,853,1,1,3,1,96,3,2,1,4148,11275,1,0,12,3,3,80,1,4,1,3,4,3,0,3,4.0,1037.0,4,0.0,False,29,4.0,853,0.0,0,0.75,3,-2133.252861602497,3.0,0.3333333333333333,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
18,287,5,2,2,0,73,3,1,4,1051,13493,1,0,15,3,4,80,0,0,2,3,0,0,0,0,0.0,1051.0,0,0.0,False,42,0.0,1435,0.0,0,0.0,12,-5230.252861602497,0.75,1.3333333333333333,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
54,1441,17,3,3,1,56,3,3,3,10739,13943,8,0,11,3,3,80,1,22,2,3,10,7,0,8,2.75,1073.9,10,0.0,False,6,10.0,24497,0.0,0,0.7,9,4457.747138397503,1.0,1.0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
35,583,25,4,3,1,57,3,3,3,10388,6975,1,1,11,3,3,80,1,16,3,2,16,10,10,1,16.0,649.25,6,0.0,True,25,1.4545454545454546,14575,9.626492106276473e-05,2,0.625,9,4106.747138397503,1.0,1.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
30,153,8,2,2,1,73,4,3,1,11416,17802,1,1,12,3,3,80,3,9,4,2,8,7,1,7,9.0,1427.0,7,0.0,False,30,4.0,1224,8.759635599159075e-05,2,0.875,3,5134.747138397503,3.0,0.3333333333333333,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
20,1097,11,3,4,1,98,2,1,1,2600,18275,1,1,15,3,1,80,0,1,2,3,1,0,0,0,1.0,2600.0,1,0.0,True,40,1.0,12067,0.0003846153846153,3,0.0,3,-3681.2528616024974,3.0,0.3333333333333333,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
30,109,5,3,2,1,60,3,1,2,2422,25725,1,0,17,3,1,80,0,4,3,3,3,2,1,2,4.0,807.3333333333334,2,0.0,False,30,1.5,545,0.0,0,0.6666666666666666,6,-3859.2528616024974,1.5,0.6666666666666666,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
26,1066,2,2,4,0,32,4,2,4,5472,3334,1,0,12,3,2,80,0,8,2,3,8,7,1,3,8.0,684.0,7,0.0,False,34,4.0,2132,0.0,0,0.875,12,-809.2528616024974,0.75,1.3333333333333333,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
22,217,8,1,2,0,94,1,1,1,2451,6881,1,0,15,3,1,80,1,4,3,2,4,3,1,1,4.0,612.75,3,0.0,False,38,2.0,1736,0.0,0,0.75,3,-3830.2528616024974,3.0,0.3333333333333333,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
48,277,6,3,1,0,97,2,2,3,4240,13119,2,0,13,3,4,80,0,19,0,3,2,2,2,2,9.5,2120.0,0,0.0,False,12,0.6666666666666666,1662,0.0,0,1.0,9,-2041.2528616024968,1.0,1.0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
48,1355,4,4,3,0,78,2,3,3,10999,22245,7,0,14,3,2,80,0,27,3,3,15,11,4,8,3.857142857142857,733.2666666666667,11,0.0,False,12,3.0,5420,0.0,0,0.7333333333333333,9,4717.747138397503,1.0,1.0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
41,549,7,2,4,1,42,3,2,3,5003,23371,6,0,14,3,2,80,0,8,6,3,2,2,2,1,1.3333333333333333,2501.5,0,0.0,False,19,0.6666666666666666,3843,0.0,0,1.0,9,-1278.2528616024974,1.0,1.0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
39,466,1,1,4,1,65,2,4,4,12742,7060,1,0,16,3,3,80,1,21,3,3,21,6,11,8,21.0,606.7619047619048,10,0.0,False,21,1.75,466,0.0,0,0.2857142857142857,12,6460.747138397503,0.75,1.3333333333333333,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
27,1055,2,4,1,1,47,3,2,4,4227,4658,1,0,18,3,2,80,1,4,2,3,3,2,2,2,4.0,1409.0,1,0.0,False,33,1.0,2110,0.0,0,0.6666666666666666,12,-2054.252861602497,0.75,1.3333333333333333,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
35,802,10,3,2,0,45,3,1,4,3917,9541,1,0,20,4,1,80,1,3,4,2,3,2,1,2,3.0,1305.6666666666667,2,0.0,False,25,1.5,8020,0.0,0,0.6666666666666666,16,-2364.252861602497,1.0,1.0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
42,265,5,2,4,0,90,3,5,3,18303,7770,6,0,13,3,2,80,0,21,3,4,1,0,0,0,3.5,18303.0,1,0.0,False,18,1.0,1325,0.0,0,0.0,9,11343.827354260093,1.0,1.0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
50,804,9,3,1,0,64,3,1,4,2380,20165,4,0,18,3,2,80,0,8,5,3,1,0,0,0,2.0,2380.0,1,0.0,False,10,1.0,7236,0.0,0,0.0,12,-3901.2528616024974,0.75,1.3333333333333333,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
59,715,2,3,3,1,69,2,4,4,13726,21829,3,1,13,3,1,80,0,30,4,3,5,3,4,3,10.0,2745.2,1,0.0,False,1,1.0,1430,7.285443683520327e-05,3,0.6,12,7444.747138397503,0.75,1.3333333333333333,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
37,1141,11,2,1,1,61,1,2,2,4777,14382,5,0,15,3,1,80,0,15,2,1,1,0,0,0,3.0,4777.0,1,0.0,False,23,1.0,12551,0.0,0,0.0,6,-1504.2528616024974,1.5,0.6666666666666666,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
55,135,18,4,3,0,62,3,2,2,6385,12992,3,1,14,3,4,80,2,17,3,3,8,7,6,7,5.666666666666667,798.125,2,0.0,True,5,1.1428571428571428,2430,0.0001566170712607,3,0.875,6,103.74713839750255,1.5,0.6666666666666666,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
41,247,7,1,2,1,55,1,5,3,19973,20284,1,0,22,4,2,80,2,21,3,3,21,16,5,10,21.0,951.095238095238,16,0.0,False,19,3.5,1729,0.0,0,0.7619047619047619,12,13691.747138397504,1.3333333333333333,0.75,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38,1035,3,4,2,0,42,3,2,4,6861,4981,8,1,12,3,3,80,0,19,1,3,1,0,0,0,2.375,6861.0,1,0.0,False,22,1.0,3105,0.0001457513481999,3,0.0,12,-98.17264573990995,0.75,1.3333333333333333,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
26,265,29,2,2,0,79,1,2,1,4969,21813,8,0,18,3,4,80,0,7,6,3,2,2,2,2,0.875,2484.5,0,0.0,False,34,0.6666666666666666,7685,0.0,0,1.0,3,-1990.17264573991,3.0,0.3333333333333333,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1
52,266,2,1,1,1,57,1,5,4,19845,25846,1,0,15,3,4,80,1,33,3,3,32,14,6,9,33.0,620.15625,26,0.0,False,8,4.571428571428571,532,0.0,0,0.4375,12,12885.827354260093,0.75,1.3333333333333333,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
